Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
471,Noah Jackson,Rural Area,94800,4,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Jackson! A 4th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
472,Emily Brown,Rural Area,39550,10,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Brown! A 10th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
473,Jackson Davis,Urban Area,72681,8,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Davis! A 8th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
474,Olivia Jones,Suburban Area,44203,2,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Jones! A 2th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
475,Olivia Williams,Urban Area,55125,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Williams! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
476,Aiden Johnson,Rural Area,84785,3,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Johnson! A 3th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
477,Jackson Smith,Urban Area,43056,2,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Smith! A 2th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
478,Jackson Martinez,Rural Area,47929,8,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Martinez! A 8th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
479,Noah Jones,Rural Area,26648,11,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Jones! A 11th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
480,Isabella Brown,Urban Area,35820,11,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Brown! A 11th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
481,Daniel Jackson,Urban Area,28091,4,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Jackson! A 4th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
482,Ava Rodriguez,Suburban Area,21242,5,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Rodriguez! A 5th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
483,Daniel Taylor,Suburban Area,35867,6,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Taylor! A 6th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
484,Ava Rodriguez,Rural Area,19232,6,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Rodriguez! A 6th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
485,Olivia Rodriguez,Rural Area,84686,4,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Rodriguez! A 4th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
486,Daniel Williams,Urban Area,60303,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Williams! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
487,Emma Rodriguez,Rural Area,15887,3,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Rodriguez! A 3th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
488,Aiden Garcia,Suburban Area,90666,9,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Aiden Garcia! A 9th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
489,Jackson Rodriguez,Urban Area,82224,7,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Jackson Rodriguez! A 7th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
490,Daniel Rodriguez,Suburban Area,74096,3,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Rodriguez! A 3th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
491,Ethan Brown,Urban Area,96924,1,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Brown! A 1th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
492,Ethan Smith,Urban Area,41884,8,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ethan Smith! A 8th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
493,Emma Brown,Rural Area,63325,3,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Brown! A 3th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
494,Ethan Jackson,Urban Area,17221,12,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Jackson! A 12th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
495,Emma Smith,Rural Area,58268,10,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Smith! A 10th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
496,Noah Williams,Rural Area,70294,5,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Williams! A 5th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
497,Jackson Taylor,Rural Area,92829,6,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Taylor! A 6th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
498,Liam Williams,Urban Area,29331,7,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Liam Williams! A 7th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
499,Emily Rodriguez,Rural Area,52964,5,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Rodriguez! A 5th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
500,Sophia Jones,Suburban Area,54425,7,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Jones! A 7th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
501,Noah Jones,Rural Area,74235,11,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Jones! A 11th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
502,Isabella Williams,Suburban Area,96876,8,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Williams! A 8th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
503,Sophia Martinez,Urban Area,77212,8,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Sophia Martinez! A 8th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
504,Emma Johnson,Suburban Area,48843,8,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Johnson! A 8th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
505,Emily Miller,Suburban Area,90537,7,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Miller! A 7th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
506,Ethan Davis,Urban Area,22067,10,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Davis! A 10th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
507,Aiden Williams,Suburban Area,72671,8,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Williams! A 8th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
508,Emma Williams,Suburban Area,13030,11,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Williams! A 11th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
509,Noah Williams,Urban Area,22861,9,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Williams! A 9th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
510,Ava Martinez,Rural Area,25615,10,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Martinez! A 10th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
511,Daniel Jones,Urban Area,63710,2,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Jones! A 2th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
512,Noah Miller,Suburban Area,33306,8,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Miller! A 8th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
513,Sophia Williams,Rural Area,65224,11,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Williams! A 11th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
514,Jackson Davis,Urban Area,93854,10,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Davis! A 10th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
515,Sophia Taylor,Suburban Area,49577,7,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Taylor! A 7th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
516,Emily Martinez,Urban Area,13150,5,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Martinez! A 5th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
517,Noah Johnson,Suburban Area,63496,7,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Johnson! A 7th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
518,Aiden Johnson,Rural Area,36622,11,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Johnson! A 11th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
519,Jackson Jones,Rural Area,16721,7,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Jones! A 7th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
520,Liam Johnson,Urban Area,21990,12,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Johnson! A 12th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
521,Liam Williams,Rural Area,20838,4,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Williams! A 4th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
522,Emma Davis,Rural Area,96728,11,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Davis! A 11th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
523,Ethan Smith,Urban Area,61646,2,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Smith! A 2th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
524,Olivia Johnson,Rural Area,64404,2,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Johnson! A 2th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
525,Liam Johnson,Rural Area,48523,3,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Liam Johnson! A 3th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
526,Liam Garcia,Suburban Area,67370,9,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Liam Garcia! A 9th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
527,Ethan Martinez,Rural Area,72632,5,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Martinez! A 5th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
528,Jackson Garcia,Suburban Area,89308,6,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Garcia! A 6th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
529,Ethan Brown,Suburban Area,91554,11,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Brown! A 11th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
530,Ava Johnson,Suburban Area,35640,7,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Johnson! A 7th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
531,Emily Davis,Rural Area,55865,3,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Davis! A 3th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
532,Emily Garcia,Suburban Area,77250,7,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Garcia! A 7th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
533,Aiden Rodriguez,Suburban Area,24544,1,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Rodriguez! A 1th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
534,Isabella Garcia,Rural Area,94509,1,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Garcia! A 1th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
535,Noah Martinez,Rural Area,20879,6,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Martinez! A 6th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
536,Daniel Garcia,Rural Area,59434,11,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Garcia! A 11th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
537,Aiden Johnson,Suburban Area,99827,9,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Aiden Johnson! A 9th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
538,Ava Garcia,Urban Area,35725,3,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Garcia! A 3th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
539,Jackson Taylor,Suburban Area,49019,3,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Taylor! A 3th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
540,Emma Jackson,Rural Area,89772,1,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Jackson! A 1th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
541,Ava Miller,Rural Area,87422,4,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ava Miller! A 4th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
542,Emily Miller,Suburban Area,93605,3,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Miller! A 3th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
543,Liam Jones,Rural Area,72263,5,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Liam Jones! A 5th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
544,Jackson Miller,Urban Area,55677,12,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Miller! A 12th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
545,Aiden Garcia,Rural Area,77995,2,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Garcia! A 2th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
546,Emma Smith,Rural Area,39254,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Smith! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
547,Isabella Miller,Suburban Area,46915,12,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Miller! A 12th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
548,Emily Jackson,Urban Area,60919,11,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Jackson! A 11th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
549,Olivia Johnson,Suburban Area,69584,7,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Olivia Johnson! A 7th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
550,Sophia Davis,Suburban Area,31311,6,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Davis! A 6th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
551,Daniel Johnson,Suburban Area,43063,12,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Johnson! A 12th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
552,Daniel Garcia,Rural Area,94370,5,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Garcia! A 5th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
553,Isabella Jones,Urban Area,18143,2,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Jones! A 2th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
554,Jackson Garcia,Rural Area,77454,8,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Jackson Garcia! A 8th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
555,Isabella Rodriguez,Suburban Area,29971,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Rodriguez! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
556,Emma Garcia,Suburban Area,89270,9,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emma Garcia! A 9th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
557,Aiden Garcia,Urban Area,82593,7,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Garcia! A 7th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
558,Sophia Garcia,Urban Area,19250,5,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Garcia! A 5th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
559,Sophia Miller,Rural Area,16453,3,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Miller! A 3th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
560,Isabella Garcia,Urban Area,32194,4,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Garcia! A 4th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
561,Jackson Smith,Suburban Area,68060,1,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Smith! A 1th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
562,Sophia Miller,Rural Area,80942,8,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Sophia Miller! A 8th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
563,Olivia Miller,Suburban Area,81557,12,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Miller! A 12th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
564,Ethan Jones,Suburban Area,69516,3,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Jones! A 3th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
565,Jackson Rodriguez,Rural Area,20438,5,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Rodriguez! A 5th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
566,Sophia Martinez,Rural Area,57321,10,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Martinez! A 10th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
567,Liam Rodriguez,Rural Area,69264,1,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Rodriguez! A 1th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
568,Olivia Williams,Suburban Area,44086,4,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Williams! A 4th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
569,Olivia Taylor,Urban Area,28150,12,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Taylor! A 12th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
570,Noah Smith,Urban Area,53341,6,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Smith! A 6th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
571,Olivia Taylor,Urban Area,12525,4,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Taylor! A 4th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
572,Liam Jones,Urban Area,37210,11,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Jones! A 11th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
573,Noah Rodriguez,Suburban Area,94401,12,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Rodriguez! A 12th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
574,Sophia Williams,Suburban Area,93124,5,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Williams! A 5th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
575,Isabella Martinez,Urban Area,12715,4,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Isabella Martinez! A 4th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
576,Jackson Williams,Suburban Area,56733,10,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Williams! A 10th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
577,Daniel Martinez,Suburban Area,52947,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Martinez! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
578,Emily Jones,Rural Area,59475,4,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Jones! A 4th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
579,Olivia Williams,Rural Area,16782,6,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Williams! A 6th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
580,Ethan Miller,Suburban Area,21399,9,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Miller! A 9th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
581,Jackson Brown,Urban Area,50004,1,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Brown! A 1th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
582,Daniel Rodriguez,Suburban Area,17550,6,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Rodriguez! A 6th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
583,Olivia Jackson,Urban Area,79007,11,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Olivia Jackson! A 11th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
584,Liam Johnson,Rural Area,83255,5,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Johnson! A 5th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
585,Liam Martinez,Suburban Area,46083,1,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Martinez! A 1th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
586,Isabella Brown,Rural Area,44797,10,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Brown! A 10th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
587,Aiden Jones,Suburban Area,28786,5,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Aiden Jones! A 5th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
588,Sophia Martinez,Urban Area,63747,11,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Martinez! A 11th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
589,Olivia Jackson,Suburban Area,20654,3,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Jackson! A 3th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
590,Aiden Taylor,Urban Area,23054,9,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Taylor! A 9th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
